cms_id,supplement_tag_list_x,content_tag_list_x,operations_tag_list_x,supplement_tag_list_y,content_tag_list_y,operations_tag_list_y,Difference
63dcc97075611d6225cc12d7,unset,['电瓶车'],"['云腾天际PBN需求', '美好事物带来的愉悦']",unset,['电瓶车'],"['PBN普通图', '云腾天际PBN需求', '美好事物带来的愉悦']",True
63ff26f9cbedaf262343cc26,unset,['甜品组合'],"['美好事物带来的愉悦', '云腾天际PBN需求']",unset,['甜品组合'],"['PBN普通图', '美好事物带来的愉悦', '云腾天际PBN需求']",True
63ed90b11647492a43839848,unset,['皮卡'],"['云腾天际PBN需求', '美好事物带来的愉悦']",unset,['皮卡'],"['PBN普通图', '云腾天际PBN需求', '美好事物带来的愉悦']",True
6072fee0508bb20001b684ee,unset,['曼陀罗'],[],unset,['曼陀罗'],['普通'],True
64b64ab30ef9f845362f9fc3,unset,['其他物品'],['美好事物带来的愉悦'],unset,['其他物品'],"['PBN普通图', '美好事物带来的愉悦']",True
63f6d81bd401f62902297a8e,unset,['复古老爷车'],"['美好事物带来的愉悦', '云腾天际PBN需求']",unset,['复古老爷车'],"['PBN普通图', '美好事物带来的愉悦', '云腾天际PBN需求']",True
64cb096d4fdf73580190b864,unset,['蒸汽火车'],['美好事物带来的愉悦'],unset,['蒸汽火车'],"['PBN普通图', '美好事物带来的愉悦']",True
64929f6a6c99900deed079e6,unset,['货车'],"['云腾天际PBN需求', '美好事物带来的愉悦']",unset,['货车'],"['', '云腾天际PBN需求', '美好事物带来的愉悦']",True
63c66726f93eea36b3054474,unset,['平铺图案'],"['新沉浸感素材', '秩序化图案']",unset,['平铺图案'],"['PBN普通图', '新沉浸感素材', '秩序化图案']",True
63bb7cb76a7390f7a0e28b0a,unset,['曼陀罗'],"['曼陀罗', '云腾天际PBN需求']",unset,['曼陀罗'],"['PBN普通图', '曼陀罗', '云腾天际PBN需求']",True
63da2169bee0e314f5b93c45,unset,['裙子'],"['云腾天际PBN需求', '美好事物带来的愉悦']",unset,['裙子'],"['PBN普通图', '云腾天际PBN需求', '美好事物带来的愉悦']",True
63033d9e741f9700015c11fb,unset,['鸡'],['ZenColor速写图'],unset,['鸡'],"['ZenColor速写图', '希望']",True
