cms_id,content_tag_list_x,operations_tag_list_x,content_tag_list_y,operations_tag_list_y,Difference
65bf2ac5a64b6582fe04ba48,['田野'],"['iPad速写图', '人工融入自然的宁静']",['田野'],"['自然环境的宁静', 'iPad速写图']",True
65bf2ac5a64b6582fe04ba47,['冰川'],"['iPad速写图', '人工融入自然的宁静']",['冰川'],"['自然环境的宁静', 'iPad速写图']",True
6578057e051065b03efc6ffa,['蘑菇'],"['ZenColor普通图', '生机带来的希望']",['蘑菇'],"['ZenColor普通图', '秩序化实体']",True
65488fc47a49ee696b6e8441,['海马'],"['ZenColor普通图', '生机带来的希望']",['海马'],"['ZenColor普通图', '秩序化实体']",True
6588ea0159b5cf42748db261,['孩子'],"['VitaColor速写图', '兴趣活动的喜悦']",['孩子'],"['VitaColor速写图', '兴趣']",True
657181e36b868d9aaf285c21,['瀑布'],"['ZenColor速写图', '人工融入自然的宁静']",['瀑布'],"['ZenColor速写图', '宁静']",True
65a5ff13f4f3a2c24893f620,['河流'],"['iPad速写图', '人工融入自然的宁静']",['河流'],"['iPad速写图', '自然环境的宁静']",True
65b7360373358196a165f31f,['其他奇幻物品'],"['VitaColor速写图', '拟人化']",['汉堡'],"['VitaColor速写图', '美好事物带来的愉悦']",True
6551afc561b9c94253ebbf8f,['孩子'],"['彩绘作者包-Debbie_Cook', '美好生活的喜悦']",['孩子'],"['彩绘作者包-Debbie_Cook', '喜悦']",True
6588fe7559b5cf42748dbbe0,['独栋房屋'],"['VitaColor速写图', '生活环境的宁静']",['独栋房屋'],"['VitaColor速写图', '宁静']",True
65a9002273358196a164a4fe,['兔子'],"['2024-情人节', 'ZenColor速写图', '自然与生态']",['兔子'],"['2024-情人节', 'ZenColor速写图', '创意艺术']",True
658e53411bb785a4acf87929,['孩子'],"['VitaColor速写图', '兴趣活动的喜悦']",['孩子'],"['VitaColor速写图', '兴趣']",True
65a9002273358196a164a4fd,['熊'],"['2024-情人节', 'VitaColor速写图', '自然与生态']",['熊'],"['2024-情人节', 'VitaColor速写图', '创意艺术']",True
6537696baec1c92dd9ec59e3,['河流'],"['ZenColor速写图', '人工融入自然的宁静']",['河流'],"['ZenColor速写图', '宁静']",True
65b088b473358196a16560c1,['莲花'],"['iPad速写图', '自然与生态']",['莲花'],"['创意艺术', 'iPad速写图']",True
656e9ea6051065b03efbb8c8,['殖民地风格'],"['ZenColor速写图', '生活环境的宁静']",['殖民地风格'],"['ZenColor速写图', '宁静']",True
65add03073358196a16507ab,['河流湖泊'],"['VitaColor速写图', '人工融入自然的宁静']",['河流湖泊'],"['VitaColor速写图', '自然环境的宁静']",True
65b1d9eaa64b6582fe037953,['海洋'],"['iPad速写图', '人工融入自然的宁静']",['海洋'],"['自然环境的宁静', 'iPad速写图']",True
6537352baec1c92dd9ec5029,['孩子'],"['ZenColor速写图', '美好生活的喜悦']",['孩子'],"['ZenColor速写图', '喜悦']",True
659f60b8f4f3a2c248936c7f,['河流'],"['VitaColor速写图', '人工融入自然的宁静']",['河流'],"['VitaColor速写图', '自然环境的宁静']",True
654c5afa61b9c94253eb8949,['瀑布'],"['ZenColor速写图', '人工融入自然的宁静']",['瀑布'],"['ZenColor速写图', '宁静']",True
65adeb1aa64b6582fe02fcb3,['河流湖泊'],"['VitaColor速写图', '人工融入自然的宁静']",['河流湖泊'],"['VitaColor速写图', '自然环境的宁静']",True
655ed41690e4e2dd3c652a7f,['菊花'],"['ZenColor普通图', '生机带来的希望']",['菊花'],"['ZenColor普通图', '秩序化实体']",True
65aa4a3ca64b6582fe02beeb,['现代简约式客厅'],"['ZenColor速写图', '生活环境的宁静']",['现代简约式客厅'],"['iPad速写图', '生活环境的宁静']",True
6593a8c8f7855ed937407662,['欧洲宫廷女性'],"['VitaColor速写图', '美好生活的喜悦']",['欧洲宫廷女性'],"['VitaColor速写图', '喜悦']",True
653b51eaa048b9b238971c6b,['独栋房屋'],"['普通作者包-David_Carter ', '生活环境的宁静']",['独栋房屋'],"['普通作者包-David_Carter ', '宁静']",True
656d507d3afe9aa455ecb81d,['婴儿'],"['VitaColor速写图', '美好生活的喜悦']",['婴儿'],"['VitaColor速写图', '喜悦']",True
65aa4a3ca64b6582fe02beee,['机器人'],"['ZenColor速写图', '人工智能']",['机器人'],"['iPad速写图', '人工智能']",True
65a770267bc0f70db051874c,['田野'],"['iPad速写图', '人工融入自然的宁静']",['田野'],"['iPad速写图', '自然环境的宁静']",True
658a8185373f908b837b60cf,['孩子'],"['VitaColor速写图', '美好生活的喜悦']",['孩子'],"['VitaColor速写图', '喜悦']",True
65af188973358196a16531bf,['其他车'],"['VitaColor速写图', 'Bonus', '生活与节日']",['其他车'],"['VitaColor速写图', '创意艺术', 'Bonus']",True
65af188973358196a16531be,['其他种族女性'],"['VitaColor速写图', 'Bonus', '美好生活的喜悦']",['其他种族女性'],"['VitaColor速写图', '喜悦', 'Bonus']",True
6551b20074cd8604b35fe497,['欧洲古典式客厅'],"['彩绘作者包-Georgia Bennett', '生活环境的宁静']",['欧洲古典式客厅'],"['彩绘作者包-Georgia Bennett', '宁静']",True
655aec370224753e46a3752e,['街景一角'],"['彩绘作者包-Dennis_Lewan', '生活环境的宁静']",['街景一角'],"['彩绘作者包-Dennis_Lewan', '宁静']",True
6542276157cf2efe7a18595b,['草原'],"['ZenColor速写图', '人工融入自然的宁静']",['草原'],"['ZenColor速写图', '宁静']",True
659b5fd3d0e2d694fbb0aa5c,['孩子'],"['VitaColor速写图', '美好生活的喜悦']",['孩子'],"['VitaColor速写图', '喜悦']",True
6597835e29b00e0d9f7ec984,['独栋房屋'],"['VitaColor速写图', '生活与节日']",['独栋房屋'],"['VitaColor速写图', '创意艺术']",True
655aec370224753e46a37535,['小径'],"['ZenColor速写图', '人工融入自然的宁静']",['小径'],"['ZenColor速写图', '宁静']",True
659b9079d0e2d694fbb0b016,['孩子'],"['VitaColor速写图', '美好生活的喜悦']",['孩子'],"['VitaColor速写图', '喜悦']",True
6597835e29b00e0d9f7ec985,['其他猫'],"['VitaColor速写图', '美好生活的喜悦']",['其他猫'],"['VitaColor速写图', '喜悦']",True
658e53411bb785a4acf87922,['独栋房屋'],"['VitaColor速写图', '生活环境的宁静']",['独栋房屋'],"['VitaColor速写图', '宁静']",True
6583cc24aa03bf04dd054c1e,['现代简约卧室'],"['彩绘作者包-Georgia Bennett', '生活环境的宁静']",['现代简约卧室'],"['彩绘作者包-Georgia Bennett', '宁静']",True
658e53411bb785a4acf8792a,['孩子'],"['VitaColor速写图', '美好生活的喜悦']",['孩子'],"['VitaColor速写图', '喜悦']",True
6556f31361b9c94253ec30c4,['湖泊'],"['ZenColor速写图', '人工融入自然的宁静']",['湖泊'],"['ZenColor速写图', '宁静']",True
659640e6f7855ed93740e12f,['其他种族女性'],"['VitaColor速写图', '美好生活的喜悦']",['其他种族女性'],"['VitaColor速写图', '喜悦']",True
65a5ff13f4f3a2c24893f61f,['湖泊'],"['iPad速写图', '人工融入自然的宁静']",['湖泊'],"['iPad速写图', '自然环境的宁静']",True
659df89b7bc0f70db050af9f,['现代简约卧室'],"['VitaColor速写图', '生活环境的宁静']",['现代简约卧室'],"['VitaColor速写图', '宁静']",True
658a8185373f908b837b60d6,['多种动物'],"['彩绘作者包- Nadia', '成图采购', '美好生活的喜悦']",['多种动物'],"['彩绘作者包- Nadia', '喜悦', '成图采购']",True
6583cc24aa03bf04dd054c18,['孩子'],"['VitaColor速写图', '美好生活的喜悦']",['孩子'],"['VitaColor速写图', '喜悦']",True
654c5afa61b9c94253eb8941,['别墅'],"['ZenColor速写图', '生活环境的宁静']",['别墅'],"['ZenColor速写图', '宁静']",True
659640e6f7855ed93740e137,['其他狗'],"['VitaColor速写图', '美好生活的喜悦']",['其他狗'],"['VitaColor速写图', '喜悦']",True
6543172f57cf2efe7a1868b7,['拱门'],"['ZenColor速写图', '生活环境的宁静']",['拱门'],"['ZenColor速写图', '宁静']",True
6541cf8457cf2efe7a184b0a,['池塘'],"['ZenColor速写图', '人工融入自然的宁静']",['池塘'],"['ZenColor速写图', '宁静']",True
65852aea212d347aeb207da5,['仙女精灵'],"['彩绘作者包-Carmen_Ferreira', '魔法']",['仙女精灵'],"['彩绘作者包-Carmen_Ferreira', '奇幻']",True
657137a5051065b03efbff11,['浴室'],"['ZenColor速写图', '生活环境的宁静']",['浴室'],"['ZenColor速写图', '宁静']",True
6530e0e997a3ccc95060aa54,['其他童话人物'],"['VitaColor速写图', '经典童话再现']",['其他童话人物'],"['VitaColor速写图', '童话']",True
6567fabfd3f53b00109b80bd,['树屋'],"['ZenColor速写图', '生活环境的宁静']",['树屋'],"['ZenColor速写图', '宁静']",True
653a077d2a12c2cd5814e877,['天马'],"['PBN速写图', '拟人化']",['天马'],"['PBN速写图', '其他幻想']",True
65852aea212d347aeb207d9d,['欧美时尚女性'],"['VitaColor速写图', '美好生活的喜悦']",['欧美时尚女性'],"['VitaColor速写图', '喜悦']",True
658e53411bb785a4acf87925,['独栋房屋'],"['VitaColor速写图', '生活环境的宁静']",['独栋房屋'],"['VitaColor速写图', '宁静']",True
658bd059e780e95bb7307c33,['多种宠物'],"['彩绘作者包-Brooke_Faulder', '成图采购', '美好生活的喜悦']",['多种宠物'],"['彩绘作者包-Brooke_Faulder', '成图采购', '喜悦']",True
659640e6f7855ed93740e135,['高跟鞋'],"['VitaColor速写图', '生活与节日']",['高跟鞋'],"['VitaColor速写图', '创意艺术']",True
65950c9df7855ed93740af28,['仙女精灵'],"['VitaColor速写图', '魔法']",['仙女精灵'],"['VitaColor速写图', '奇幻']",True
654da29861b9c94253eb9f77,['电话'],"['VitaColor速写图', '生活与节日']",['电话'],"['VitaColor速写图', '创意艺术']",True
654c570b61b9c94253eb881c,['独栋房屋'],"['彩绘作者包-John_Zaccheo', '生活环境的宁静']",['独栋房屋'],"['彩绘作者包-John_Zaccheo', '宁静']",True
658e53411bb785a4acf87926,['其他种族女性'],"['VitaColor速写图', '兴趣活动的喜悦']",['其他种族女性'],"['VitaColor速写图', '兴趣']",True
6566ab32d3f53b00109b627f,['谷仓桥'],"['ZenColor速写图', '生活环境的宁静']",['谷仓桥'],"['ZenColor速写图', '宁静']",True
65852aea212d347aeb207da4,['仙女精灵'],"['彩绘作者包-Carmen_Ferreira', '魔法']",['仙女精灵'],"['彩绘作者包-Carmen_Ferreira', '奇幻']",True
65714770051065b03efc03be,['独栋房屋'],"['VitaColor速写图', '生活环境的宁静']",['独栋房屋'],"['VitaColor速写图', '宁静']",True
6549c6e3328bb8446f697588,['其他狗'],"['VitaColor速写图', '美好生活的喜悦']",['其他狗'],"['VitaColor速写图', '喜悦']",True
652222bd4a4bd749874b417b,['奇幻鹿'],"['VitaColor速写图', '魔法']",['奇幻鹿'],"['VitaColor速写图', '奇幻']",True
6593aa16f7855ed9374076e7,['其他奇幻场景'],"['VitaColor速写图', '现实想象创意']",['其他奇幻场景'],"['VitaColor速写图', '创意艺术']",True
655aec370224753e46a37531,['其他房屋内饰'],"['彩绘作者包-徐同舟', '生活环境的宁静']",['其他房屋内饰'],"['彩绘作者包-徐同舟', '宁静']",True
657bcfa348ca191ae5e7a274,['河流'],"['VitaColor速写图', '人工融入自然的宁静']",['河流'],"['VitaColor速写图', '宁静']",True
6552ed8974cd8604b35ffed8,['独栋房屋'],"['VitaColor速写图', '生活环境的宁静']",['独栋房屋'],"['VitaColor速写图', '宁静']",True
6513c7e50f45d2f166c694d9,['房车'],"['ZenColor速写图', '生活环境的宁静']",['房车'],"['ZenColor速写图', '宁静']",True
655ed41690e4e2dd3c652a87,['独栋房屋'],"['ZenColor速写图', '生活环境的宁静']",['独栋房屋'],"['ZenColor速写图', '宁静']",True
65852aea212d347aeb207da7,['其他猫'],"['彩绘作者包- Nadia', '美好生活的喜悦']",['其他猫'],"['彩绘作者包- Nadia', '喜悦']",True
657684be6b868d9aaf2892e5,['独栋房屋'],"['VitaColor速写图', '生活环境的宁静']",['独栋房屋'],"['VitaColor速写图', '宁静']",True
656fe97f6b868d9aaf28224b,['其他奇幻房屋'],"['VitaColor速写图', '现实想象创意']",['其他奇幻房屋'],"['VitaColor速写图', '创意艺术']",True
6557013161b9c94253ec320f,['现代简约卧室'],"['VitaColor速写图', '生活环境的宁静']",['现代简约卧室'],"['VitaColor速写图', '宁静']",True
654c570b61b9c94253eb881b,['其他猫'],"['VitaColor速写图', '美好生活的喜悦']",['其他猫'],"['VitaColor速写图', '喜悦']",True
6530e0e997a3ccc95060aa4d,['欧美日常女性'],"['VitaColor速写图', '美好生活的喜悦']",['欧美日常女性'],"['VitaColor速写图', '喜悦']",True
6526687abcf5a38b83c5ee74,['欧美日常女性'],"['彩绘作者包-Benedicta_Buatsie', '兴趣活动的喜悦']",['欧美日常女性'],"['彩绘作者包-Benedicta_Buatsie', '兴趣']",True
64fb0b9bfb7a0cca18f04f2d,['浴室'],"['ZenColor速写图', '生活环境的宁静']",['浴室'],"['ZenColor速写图', '宁静']",True
64fb0b9bfb7a0cca18f04f2c,['欧洲古典式卧室'],"['ZenColor速写图', '生活环境的宁静']",['欧洲古典式卧室'],"['ZenColor速写图', '宁静']",True
64fb09edfb7a0cca18f04ed6,['河流湖泊'],"['ZenColor Daily', '人工融入自然的宁静']",['河流湖泊'],"['ZenColor Daily', '宁静']",True
64f96a9410c40f4624e5f015,['其他房屋内饰'],"['ZenColor Daily', '生活环境的宁静']",['其他房屋内饰'],"['ZenColor Daily', '宁静']",True
64f87e8d88fd1b41e099b887,['厨房'],"['ZenColor速写图', 'AI应用项目', '生活环境的宁静']",['厨房'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09c90,['蜗牛'],"['ZenColor普通图', '简单挑战图', '生机带来的希望']",['蜗牛'],"['ZenColor普通图', '秩序化实体', '简单挑战图']",True
64e2d5fe8bbeb4103bd09c88,['橱窗店面'],"['收集活动-店铺大收集', '生活环境的宁静']",['橱窗店面'],"['宁静', '收集活动-店铺大收集']",True
64e2d5fe8bbeb4103bd09c60,['向日葵'],"['ZenColor普通图', '简单挑战图', '生机带来的希望']",['向日葵'],"['ZenColor普通图', '秩序化实体', '简单挑战图']",True
64e2d5fe8bbeb4103bd09c54,['欧美日常女性'],"['ZenColor速写图', '兴趣活动的喜悦']",['欧美日常女性'],"['ZenColor速写图', '兴趣']",True
64e2d5fe8bbeb4103bd09c3e,['欧美日常女性'],"['ZenColor Daily', '美好生活的喜悦']",['欧美日常女性'],"['ZenColor Daily', '喜悦']",True
64e2d5fe8bbeb4103bd09c32,['婴儿'],"['ZenColor速写图', 'AI应用项目', '美好生活的喜悦']",['婴儿'],"['ZenColor速写图', '喜悦', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09c2c,['欧美日常女性'],"['ZenColor速写图', '美好生活的喜悦']",['欧美日常女性'],"['ZenColor速写图', '喜悦']",True
64e2d5fe8bbeb4103bd09c2b,['维多利亚式风格'],"['ZenColor速写图', 'AI应用项目', '生活环境的宁静']",['维多利亚式风格'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09c06,['独栋房屋'],"['ZenColor速写图', 'AI应用项目', '生活环境的宁静']",['独栋房屋'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09c04,['铃兰'],"['ZenColor普通图', '简单挑战图', '生机带来的希望']",['铃兰'],"['ZenColor普通图', '秩序化实体', '简单挑战图']",True
64e2d5fe8bbeb4103bd09be0,['多种动物'],"['ZenColor速写图', 'AI应用项目', '美好生活的喜悦']",['多种动物'],"['ZenColor速写图', '喜悦', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09bd6,['孩子'],"['ZenColor速写图', 'AI应用项目', '美好生活的喜悦']",['孩子'],"['ZenColor速写图', '喜悦', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09bd5,['其他狗'],"['ZenColor速写图', 'AI应用项目', '美好生活的喜悦']",['其他狗'],"['ZenColor速写图', '喜悦', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09bc9,['独栋房屋'],"['ZenColor速写图', 'AI应用项目', '生活环境的宁静']",['独栋房屋'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
65042468e8782e965a825461,['皮卡'],"['ZenColor速写图', '生活环境的宁静']",['皮卡'],"['ZenColor速写图', '宁静']",True
64fb0b9bfb7a0cca18f04f33,['鸡'],"['PBN普通图', '美好生活的喜悦']",['鸡'],"['喜悦', 'PBN普通图']",True
64fb0b9bfb7a0cca18f04f26,['河流'],"['ZenColor速写图', 'AI应用项目', '人工融入自然的宁静']",['河流'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
64fb09edfb7a0cca18f04ed4,['庭院'],"['ZenColor速写图', '生活环境的宁静']",['庭院'],"['ZenColor速写图', '宁静']",True
64fb09edfb7a0cca18f04ed9,['河流湖泊'],"['ZenColor Daily', '人工融入自然的宁静']",['河流湖泊'],"['ZenColor Daily', '宁静']",True
64fb09edfb7a0cca18f04ed3,['其他童话人物'],"['PBN普通图', '美好生活的喜悦', '经典童话再现']",['其他童话人物'],"['PBN普通图', '童话', '喜悦']",True
64fb09edfb7a0cca18f04ed1,['其他草原'],"['ZenColor速写图', 'AI应用项目', '人工融入自然的宁静']",['其他草原'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
64f96a9410c40f4624e5f017,['欧美日常女性'],"['ZenColor Daily', '兴趣活动的喜悦']",['欧美日常女性'],"['ZenColor Daily', '兴趣']",True
64f96a9410c40f4624e5f014,['厨房'],"['ZenColor速写图', '生活环境的宁静']",['厨房'],"['ZenColor速写图', '宁静']",True
64f925ed88fd1b41e099b936,['谷仓桥'],"['ZenColor速写图', '生活环境的宁静']",['谷仓桥'],"['ZenColor速写图', '宁静']",True
64f87e8d88fd1b41e099b88d,['风车'],"['PBN普通图', '生活环境的宁静']",['风车'],"['宁静', 'PBN普通图']",True
64e2d5fe8bbeb4103bd09cbd,['田园式卧室'],"['ZenColor速写图', '生活环境的宁静']",['田园式卧室'],"['ZenColor速写图', '宁静']",True
64e2d5fe8bbeb4103bd09c85,['缝纫机'],"['ZenColor速写图', '美好事物带来的愉悦']",['缝纫机'],"['ZenColor速写图', '兴趣']",True
64e2d5fe8bbeb4103bd09c38,['布偶猫'],"['ZenColor速写图', '美好生活的喜悦']",['布偶猫'],"['ZenColor速写图', '喜悦']",True
64e2d5fe8bbeb4103bd09c33,['小提琴'],"['收集活动-乐器', '生活与节日']",['小提琴'],"['创意艺术', '收集活动-乐器']",True
64e2d5fe8bbeb4103bd09bf1,['维多利亚式风格'],"['ZenColor速写图', 'AI应用项目', '生活环境的宁静']",['维多利亚式风格'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
64e2d5fe8bbeb4103bd09bc8,['柯基'],"['ZenColor速写图', 'AI应用项目', '配色-AB测', '美好生活的喜悦']",['柯基'],"['ZenColor速写图', '喜悦', 'AI应用项目', '配色-AB测']",True
64fb0b9bfb7a0cca18f04f25,['欧美日常女性'],"['ZenColor速写图', '兴趣活动的喜悦']",['欧美日常女性'],"['ZenColor速写图', '兴趣']",True
64fb09edfb7a0cca18f04ed2,['孩子'],"['ZenColor速写图', 'AI应用项目', '兴趣活动的喜悦']",['孩子'],"['ZenColor速写图', '兴趣', 'AI应用项目']",True
64fb09edfb7a0cca18f04eda,['欧美日常女性'],"['ZenColor Daily', '美好生活的喜悦']",['欧美日常女性'],"['ZenColor Daily', '喜悦']",True
64fb09edfb7a0cca18f04ecc,['孩子'],"['ZenColor速写图', '兴趣活动的喜悦']",['孩子'],"['ZenColor速写图', '兴趣']",True
64e2d5fe8bbeb4103bd09c8a,['孩子'],"['PBN普通图', '生活与节日']",['孩子'],"['PBN普通图', '创意艺术']",True
64e2d5fe8bbeb4103bd09c7a,['浴室'],"['ZenColor Daily', '生活环境的宁静']",['浴室'],"['ZenColor Daily', '宁静']",True
64e2d5fe8bbeb4103bd09c71,['现代简约卧室'],"['ZenColor速写图', '生活环境的宁静']",['现代简约卧室'],"['ZenColor速写图', '宁静']",True
64e2d5fe8bbeb4103bd09c6c,['苹果'],"['收集活动-蔬果大集合', '生活与节日']",['苹果'],"['创意艺术', '收集活动-蔬果大集合']",True
64e2d5fe8bbeb4103bd09c62,['现代简约式客厅'],"['ZenColor速写图', '生活环境的宁静']",['现代简约式客厅'],"['ZenColor速写图', '宁静']",True
64e2d5fe8bbeb4103bd09c51,['郁金香'],"['ZenColor普通图', '简单挑战图', '生机带来的希望']",['郁金香'],"['ZenColor普通图', '秩序化实体', '简单挑战图']",True
64e2d5fe8bbeb4103bd09c39,['孩子'],"['ZenColor速写图', '美好生活的喜悦']",['孩子'],"['ZenColor速写图', '喜悦']",True
64e2d5fe8bbeb4103bd09c2a,['兰花'],"['ZenColor普通图', '简单挑战图', '生机带来的希望']",['兰花'],"['ZenColor普通图', '秩序化实体', '简单挑战图']",True
64e2d5fe8bbeb4103bd09c22,['牧场式风格'],"['ZenColor速写图', 'AI应用项目', '生活环境的宁静']",['牧场式风格'],"['ZenColor速写图', '宁静', 'AI应用项目']",True
