cms_id,supplement_tag_list_x,content_tag_list_x,operations_tag_list_x,supplement_tag_list_y,content_tag_list_y,operations_tag_list_y,Difference
65c1e98173358196a1671eda,['困难'],['湖泊'],"['高挑战图', 'ZenColor Daily', '人工融入自然的宁静']",['困难'],['湖泊'],"['宁静', '高挑战图', 'ZenColor Daily']",True
65af862a73358196a1654262,"['方形', '普通', '困难', '困难']",['独栋房屋'],"['ZenColor速写图', 'bonus', '生活环境的宁静']","['方形', '普通', '困难', '困难']",['独栋房屋'],"['ZenColor速写图', '宁静', 'bonus']",True
65af18f3a64b6582fe032290,"['方形', '普通', '困难', '困难']",['田园式客厅'],"['VitaColor速写图', 'bonus', '生活环境的宁静']","['方形', '普通', '困难', '困难']",['田园式客厅'],"['VitaColor速写图', '宁静', 'bonus']",True
65af1884a64b6582fe032273,['困难'],['其他车'],"['VitaColor速写图', 'Bonus', '生活与节日']",['困难'],['其他车'],"['VitaColor速写图', '创意艺术', 'Bonus']",True
65af1884a64b6582fe032272,['困难'],['其他种族女性'],"['VitaColor速写图', 'Bonus', '美好生活的喜悦']",['困难'],['其他种族女性'],"['VitaColor速写图', '喜悦', 'Bonus']",True
65a74165f4f3a2c2489414e2,"['试新', '方形', '普通', '中等']",['其他房屋内饰'],"['美好生活的喜悦', '普通作者包-Veronica_Delgado']","['试新', '方形', '普通', '中等']",['欧美日常女性'],"['普通作者包-Veronica_Delgado', '兴趣活动的喜悦']",True
656807d301adaa01954ae65e,"['方形', '普通', '困难', '困难']",['多种动物'],"['ZenColor Daily', '高挑战图', '音乐图', '美好生活的喜悦']","['方形', '普通', '困难', '困难']",['多种动物'],"['ZenColor Daily', '高挑战图', '喜悦', '音乐图']",True
65a4abb07bc0f70db05144ba,"['试新', '方形', '普通', '困难', '困难']",['多人'],"['作者合集-刘佳捷', '亲情']","['试新', '方形', '普通', '困难', '困难']",['多人'],"['亲情', '普通作者包-Amira_ Mbande']",True
65a0b5b47bc0f70db050ff63,"['试新', '方形', '普通', '困难', '困难']",['多人'],"['作者合集-刘佳捷', '亲情']","['试新', '方形', '普通', '困难', '困难']",['多人'],"['亲情', '普通作者包-Amira_ Mbande']",True
659f44977bc0f70db050d2ae,"['方形', '普通', '困难', '困难']",['其他奇幻物品'],"['iPad速写图', '经典童话再现']","['方形', '普通', '困难', '困难']",['其他奇幻物品'],"['iPad速写图', '童话']",True
659e02317bc0f70db050b1a8,['困难'],['现代简约卧室'],"['VitaColor速写图', '生活环境的宁静']",['困难'],['现代简约卧室'],"['VitaColor速写图', '宁静']",True
6593aacff7855ed93740773f,"['方形', '普通', '困难', '困难']",['其他房屋内饰'],"['ZenColor速写图', '生活环境的宁静']","['方形', '普通', '困难', '困难']",['其他房屋内饰'],"['ZenColor速写图', '宁静']",True
659b86c9d0e2d694fbb0afad,['困难'],['孩子'],"['VitaColor速写图', '美好生活的喜悦']",['困难'],['孩子'],"['VitaColor速写图', '喜悦']",True
659b86c9d0e2d694fbb0afa5,"['复用至VC', '方形', '普通', '困难', '困难']",['其他奇幻场景'],"['iPad速写图', '魔法']","['复用至VC', '方形', '普通', '困难', '困难']",['其他奇幻场景'],"['iPad速写图', '奇幻']",True
659b86c9d0e2d694fbb0afa2,"['方形', '普通', '中等']",['欧美日常女性'],"['普通作者包-Sylvie_Delacroix', '生活与节日']","['方形', '普通', '中等']",['欧美日常女性'],"['普通作者包-Sylvie_Delacroix', '创意艺术']",True
659b86c9d0e2d694fbb0afb2,['困难'],['街景一角'],"['极限挑战图', 'ZenColor Daily', '生活环境的宁静']",['困难'],['街景一角'],"['极限挑战图', '宁静', 'ZenColor Daily']",True
659b86c9d0e2d694fbb0afa4,"['复用至VC', '方形', '普通', '中等']",['混合甜点'],"['iPad速写图', '生活与节日']","['复用至VC', '方形', '普通', '中等']",['混合甜点'],"['创意艺术', 'iPad速写图']",True
659b86c9d0e2d694fbb0afa6,"['复用至VC', '方形', '普通', '困难', '困难']",['其他奇幻场景'],"['iPad速写图', '音乐图', '魔法']","['复用至VC', '方形', '普通', '困难', '困难']",['其他奇幻场景'],"['iPad速写图', '奇幻', '音乐图']",True
659b86c9d0e2d694fbb0afa3,"['复用至VC', '方形', '普通', '困难', '困难']",['莲花'],"['iPad速写图', '自然与生态']","['复用至VC', '方形', '普通', '困难', '困难']",['莲花'],"['创意艺术', 'iPad速写图']",True
659b86c9d0e2d694fbb0afa1,"['方形', '普通', '困难', '困难']",['独栋房屋'],"['ZenColor速写图', '生活环境的宁静']","['方形', '普通', '困难', '困难']",['独栋房屋'],"['ZenColor速写图', '宁静']",True
