cms_id,supplement_tag_list_x,content_tag_list_x,operations_tag_list_x,supplement_tag_list_y,content_tag_list_y,operations_tag_list_y,Difference
64267a49d154e087d23fcfc2,unset,[],"['收集活动-艺术家的画', 'Zc成就奖励']",unset,[],"['收集活动-艺术家的画', 'Zc成就奖励', '宁静']",True
62f0ca91ddee5b0001a0c5c3,special,[],['ZenColor彩绘图'],special,[],"['宁静', 'ZenColor彩绘图']",True
62d62a85814fa10001c3d23b,unset,[],['ZenColor速写图'],unset,['女人'],"['ZenColor速写图', '宁静']",True
62fe0e14741f9700015ba6a4,unset,[],['ZenColor速写图'],unset,[],"['宁静', 'ZenColor速写图']",True
6368d550b002e06727113db1,unset,[],['ZenColor速写图'],unset,[],"['ZenColor速写图', '宁静']",True
631088cd3fe5b8000127122b,unset,[],['ZenColor速写图'],unset,['无名花'],"['ZenColor速写图', '宁静']",True
6306367dcd105600013459cd,unset,[],['ZenColor速写图'],unset,['树木'],"['ZenColor速写图', '宁静']",True
63033d96741f9700015c11e3,unset,[],['ZenColor速写图'],unset,['城市小镇'],"['ZenColor速写图', '宁静']",True
63033d9a741f9700015c11ea,unset,[],['ZenColor速写图'],unset,['猫'],"['ZenColor速写图', '宁静']",True
63033d99741f9700015c11e7,unset,[],['ZenColor速写图'],unset,['厅堂内景'],"['ZenColor速写图', '宁静']",True
62fe0e3a741f9700015ba6be,unset,[],['ZenColor速写图'],unset,['厅堂内景'],"['宁静', 'ZenColor速写图']",True
62fe0e09741f9700015ba68e,unset,[],['ZenColor速写图'],unset,['女人'],"['宁静', 'ZenColor速写图']",True
62fe0e12741f9700015ba6a0,unset,[],['ZenColor速写图'],unset,['河'],"['宁静', 'ZenColor速写图']",True
62fe0e00741f9700015ba67c,unset,[],['ZenColor速写图'],unset,['桥梁灯塔'],"['宁静', 'ZenColor速写图']",True
62fb75fe741f9700015b1d64,unset,[],['ZenColor速写图'],unset,['鹿'],"['宁静', 'ZenColor速写图']",True
62f9efd8ddee5b0001a244f1,unset,[],['ZenColor速写图'],unset,['猫'],"['宁静', 'ZenColor速写图']",True
62f5fd6fddee5b0001a1f38e,unset,[],['ZenColor速写图'],unset,['公园'],"['宁静', 'ZenColor速写图']",True
62f5fd7cddee5b0001a1f3a5,unset,[],['ZenColor速写图'],unset,['湖'],"['宁静', 'ZenColor速写图']",True
62f4de87ddee5b0001a1c5e5,unset,[],['ZenColor速写图'],unset,['女人'],"['宁静', 'ZenColor速写图']",True
62f4de75ddee5b0001a1c5cc,unset,[],['ZenColor速写图'],unset,['日式建筑'],"['宁静', 'ZenColor速写图']",True
62ec89e25b8089000159f3f9,unset,[],['ZenColor速写图'],unset,['厅堂内景'],"['宁静', 'ZenColor速写图']",True
62eb7d185b8089000159bd87,unset,[],['ZenColor速写图'],unset,['日式建筑'],"['宁静', 'ZenColor速写图']",True
62eb7d0e5b8089000159bd7b,unset,[],['ZenColor速写图'],unset,['河'],"['宁静', 'ZenColor速写图']",True
62e8c8965b80890001593248,unset,[],['ZenColor速写图'],unset,['女人'],"['ZenColor速写图', '宁静']",True
62e8c8985b80890001593252,unset,[],['ZenColor速写图'],unset,['厅堂内景'],"['ZenColor速写图', '宁静']",True
62e7ac075b808900015906d4,unset,[],['ZenColor速写图'],unset,['湖'],"['宁静', 'ZenColor速写图']",True
62e26ff15b80890001586842,unset,[],['ZenColor速写图'],unset,['[]'],"['宁静', 'ZenColor速写图']",True
62df87395b8089000157a308,unset,[],['ZenColor速写图'],unset,['树木'],"['宁静', 'ZenColor速写图']",True
62de68015b808900015764ee,unset,[],['ZenColor普通图'],unset,['树木'],"['ZenColor普通图', '宁静']",True
62de67dd5b808900015764b3,unset,[],['ZenColor普通图'],unset,['树木'],"['宁静', 'ZenColor普通图']",True
62de67d85b8089000157649c,unset,[],['ZenColor普通图'],unset,['树木'],"['宁静', 'ZenColor普通图']",True
62de66925b80890001576388,unset,[],['ZenColor速写图'],unset,['女人'],"['宁静', 'ZenColor速写图']",True
62de66905b80890001576385,unset,[],['ZenColor速写图'],unset,['无名花'],"['宁静', 'ZenColor速写图']",True
62da0f34e77a020001f69795,unset,[],['ZenColor速写图'],unset,['无名花'],"['ZenColor速写图', '宁静']",True
62d764b3e77a020001f5d5c4,unset,[],['ZenColor普通图'],unset,['人与自然'],"['ZenColor普通图', '宁静']",True
62d66fcf814fa10001c3e92f,unset,[],['ZenColor普通图'],unset,['猫'],"['ZenColor普通图', '宁静']",True
62d66fc7814fa10001c3e927,unset,[],['ZenColor速写图'],unset,['河'],"['ZenColor速写图', '宁静']",True
62d62a64814fa10001c3d21c,unset,[],['ZenColor速写图'],unset,['盆栽'],"['宁静', 'ZenColor速写图']",True
62d62a3f814fa10001c3d1ff,unset,[],['ZenColor普通图'],unset,['城堡宫殿'],"['ZenColor普通图', '宁静']",True
62d62a2b814fa10001c3d1da,unset,[],['ZenColor速写图'],unset,['厅堂内景'],"['ZenColor速写图', '宁静']",True
62d62a28814fa10001c3d1d7,unset,[],['ZenColor速写图'],unset,['女人'],"['ZenColor速写图', '宁静']",True
62cfc3222ddfb300013d7032,unset,[],['ZenColor速写图'],unset,['女人'],"['ZenColor速写图', '宁静']",True
62cfc3152ddfb300013d7027,unset,[],['ZenColor普通图'],unset,['[]'],"['宁静', 'ZenColor普通图']",True
6284630447b1940001b08f65,unset,[],['音乐图'],unset,[],"['音乐图', '宁静']",True
632045a63fe5b8000128dff8,unset,[],['ZenColor Daily'],unset,['日式建筑'],"['宁静', 'ZenColor Daily']",True
62f9efd1ddee5b0001a244e6,unset,[],['ZenColor Daily'],unset,['树木'],"['ZenColor Daily', '宁静']",True
62fe0e4d741f9700015ba6d3,unset,[],['ZenColor Daily'],unset,['树木'],"['宁静', 'ZenColor Daily']",True
62f5fd74ddee5b0001a1f393,unset,[],['ZenColor Daily'],unset,['汽车'],"['ZenColor Daily', '宁静']",True
