cms_id,supplement_tag_list_x,content_tag_list_x,operations_tag_list_x,supplement_tag_list_y,content_tag_list_y,operations_tag_list_y,Difference
64929f6a6c99900deed079e6,unset,['货车'],"['云腾天际PBN需求', '美好事物带来的愉悦']",unset,['货车'],"['', '云腾天际PBN需求', '美好事物带来的愉悦']",True
63033d9e741f9700015c11fb,unset,['鸡'],['ZenColor速写图'],unset,['鸡'],"['ZenColor速写图', '希望']",True
64b8e41e83f06cbac22ff9f9,unset,['摩托车'],"['云腾天际PBN需求', '美好事物带来的愉悦']",unset,['摩托车'],"['', '云腾天际PBN需求', '美好事物带来的愉悦']",True
64ccad49cc01e264fd4d4aa7,unset,['葡萄'],['生机带来的希望'],unset,['葡萄'],"['', '生机带来的希望']",True
64f0622ba606893e37a771e4,unset,['糖果'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['糖果'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64f0622ba606893e37a771e5,unset,['信箱'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['信箱'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64f0622ba606893e37a771d5,unset,['马车'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['马车'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64eda68da606893e37a73693,unset,['多人'],['神秘图'],unset,['多人'],"['神秘图', '']",True
64db5ff276f770f1b34fa292,unset,['鸡'],"['神秘图', '生机带来的希望']",unset,['鸡'],"['神秘图', '生机带来的希望', '']",True
64eda68da606893e37a7369f,unset,['多人'],"['ZenColor Daily', '亲情']",unset,['多人'],"['ZenColor Daily', '亲情', '', '']",True
64eda68da606893e37a73694,unset,['多人'],"['ZenColor Daily', '友情']",unset,['多人'],"['ZenColor Daily', '友情', '']",True
64ec009a251dcded93e85ab9,unset,['多种动物'],"['ZenColor Daily', '生机带来的希望']",unset,['多种动物'],"['ZenColor Daily', '生机带来的希望', '', '']",True
64e703ca8bbeb4103bd14998,unset,['爆米花'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['爆米花'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64e5f4abfc9a8fdcf6589e55,unset,['田野'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['田野'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64de0d5876f770f1b3503f5f,unset,['复古老爷车'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['复古老爷车'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
647f0960a5387b0bb343718f,unset,['家庭'],"['神秘图', '爱情']",unset,['家庭'],"['神秘图', '爱情', '']",True
64d0c23b50ff69d42b368823,unset,['家庭'],"['ZenColor Daily', '亲情']",unset,['家庭'],"['ZenColor Daily', '亲情', '']",True
64af7375784ace8589d07961,mystery,['其他物品'],"['神秘图', '美好事物带来的愉悦']",mystery,['其他物品'],"['神秘图', '美好事物带来的愉悦', '']",True
64bf67fdb0467fd3eceb08c4,unset,['多种动物'],"['ZenColor Daily', '生机带来的希望']",unset,['多种动物'],"['ZenColor Daily', '生机带来的希望', '']",True
64bf67fdb0467fd3eceb08c6,unset,['其他物品'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['其他物品'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64bf67fdb0467fd3eceb08c5,unset,['家庭'],"['ZenColor Daily', '亲情']",unset,['家庭'],"['ZenColor Daily', '亲情', '']",True
64b8e41e83f06cbac22ffa02,mystery,['家庭'],"['神秘图', '亲情']",mystery,['家庭'],"['神秘图', '亲情', '']",True
64b64ab30ef9f845362f9fb8,unset,['梳妆盒台'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['梳妆盒台'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64af7375784ace8589d07960,unset,['多种动物'],"['ZenColor Daily', '生机带来的希望']",unset,['多种动物'],"['ZenColor Daily', '生机带来的希望', '']",True
64a54abbea5a60fc144ef6eb,unset,['多人'],"['ZenColor Daily', '友情']",unset,['多人'],"['ZenColor Daily', '友情', '']",True
64a28cd05b00d9cd8c81923f,unset,['家庭'],"['ZenColor Daily', '亲情']",unset,['家庭'],"['ZenColor Daily', '亲情', '']",True
64a3954f2bbbf9e056dc53a4,mystery,['孩子'],"['神秘图', '宠物情']",mystery,['孩子'],"['神秘图', '宠物情', '']",True
649ce3d253777a293fc32155,unset,['裙子'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['裙子'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
64929f6a6c99900deed079ee,unset,['巴士'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['巴士'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
647952c6bcbcaad2746bd1a3,mystery,['独栋房屋'],"['神秘图', '美好事物带来的愉悦']",mystery,['独栋房屋'],"['神秘图', '美好事物带来的愉悦', '']",True
6487db92c1a784006aecc48b,unset,['桌面摆件'],"['ZenColor Daily', '美好事物带来的愉悦']",unset,['桌面摆件'],"['ZenColor Daily', '美好事物带来的愉悦', '']",True
